      male     female
      40.0       32.0 --         ڈھونڈھنا۔ ڈھونڈھ 
      13.0       17.0 --         ڈیم 
      21.0       17.0 --         ڈینگی بخار 
      21.0       16.0 --         ڈیڑھ بجے 
      21.0       17.0 --         ڈیڑھ سو 
      21.0       17.0 --         ڈیڑھ لاکھ 
      12.0       16.0 --         ژالہ باری ;اولےباری 
       2.0        3.0 --         کا تب 
      21.0       16.0 --         کا لی بھیڑ، کا لی بھیڑیں 
       2.0        3.0 --         کار کن 
       3.0        3.0 --         کاروائی 
       3.0        3.0 --         کاروبار 
      12.0       11.0 --         کاروباری آدمی 
       5.0        8.0 --         کارکردگی 
       3.0        3.0 --         کاری ضرب 
       3.0        5.0 --         کاریگر 
       4.0        6.0 --         کاشت کار 
      21.0       17.0 --         کاشت کے قابل زمین 
       4.0        4.0 --         کاغذات 
       4.0        5.0 --         کالا دھن 
       8.0        9.0 --         کالعدم 
       5.0        8.0 --         کالی کھانسی 
       2.0        2.0 --         کام 
      21.0       20.0 --         کام پر۔ 
       2.0        2.0 --         کان 
       8.0        9.0 --         کانووکیشن 
       5.0        8.0 --         کانٹے 
       5.0        8.0 --         کاوِشوں 
      34.0       36.0 --         کاٹھ کباڑ 
       4.0        6.0 --         کاپی 
       2.0        2.0 --         کب 
      19.0       18.0 --         کب؟ 
      15.0       17.0 --         کبڈی 
      10.0       10.0 --         کتاب، کتابیں 
       3.0        3.0 --         کتابت 
      21.0       19.0 --         کتنے 
      12.0       14.0 --         کتے کا کاٹنا 
       2.0        3.0 --         کدال 
      18.0       18.0 --         کرائے کی گاڑی 
       5.0        8.0 --         کراٹے 
       6.0        9.0 --         کرایہ 
      21.0       18.0 --         کرخت آوازیں 
       8.0        9.0 --         کردار کشی 
       3.0        3.0 --         کرومیم 
       8.0       10.0 --         کروڑ 
       4.0        6.0 --         کرکٹ 
      21.0       16.0 --         کریڈٹ کارڈ 
      20.0       16.0 --         کس قسم کے ہتھیار؟ 
       2.0        3.0 --         کس کر 
      26.0       26.0 --         کسان 
       4.0        6.0 --         کسی نہ کسی 
       4.0        5.0 --         کشتہ 
       3.0        5.0 --         کشتی 
       5.0        8.0 --         کشتی رانی 
       8.0       11.0 --         کشیدگی 
       4.0        6.0 --         کعبہ 
      44.0       40.0 --         کل 
       2.0        3.0 --         کل رات 
      24.0       20.0 --         کل شام مغرب کے آس پاس۔ 
      21.0       16.0 --         کل مالیت آمدنی اور ملکی مجموعی پیداوار 
      18.0       17.0 --         کل ملیں گے 
      24.0       28.0 --         کلفٹن 
      42.0       34.0 --         کلہاڑا یا کلہاڑی 
      15.0       17.0 --         کلیجی گوشت 
      12.0       11.0 --         کلیدی حیثیت 
       2.0        3.0 --         کلینک 
       4.0        5.0 --         کم سے کم 
       3.0        3.0 --         کم ہمت 
      17.0       18.0 --         کمبہ یا اقربا پروری 
      12.0       14.0 --         کمزورہونا 
      21.0       18.0 --         کمپنی حوالدار میجر 
      21.0       16.0 --         کمپنی کوارٹر ماسٹر حوالدار 
      12.0       11.0 --         کمپیوٹر 
       2.0        2.0 --         کمی 
       8.0        9.0 --         کنبہ پروری 
       8.0        9.0 --         کنلھجورا 
       3.0        3.0 --         کنویں 
       2.0        2.0 --         کو 
       4.0        5.0 --         کوئلہ 
      22.0       16.0 --         کوئی آپنی جگہ سے نہ ہلے۔ 
      18.0       17.0 --         کوئی مسنلہ نہیں 
       5.0        8.0 --         کوائف 
       2.0        3.0 --         کورین 
      10.0       16.0 --         کوفتے 
       2.0        2.0 --         کون 
      19.0       18.0 --         کون؟ 
      12.0       14.0 --         کونہ۔ نکڑ 
       2.0        3.0 --         کونے 
      17.0       18.0 --         کوڑا کرکٹ 
      13.0       16.0 --         کوڑے مارنا 
      21.0       15.0 --         کوکا سے حاصل کیا جانے والی نشہ آور دوا 
      22.0       18.0 --         کوہ قراقرم ھے۔ 
       6.0        6.0 --         کَا۔کےَ۔کِی 
       2.0        3.0 --         کُرسی 
       2.0        2.0 --         کُرّہ 
       2.0        3.0 --         کِتاب 
      11.0       10.0 --         کِھڑکی 
       8.0       11.0 --         کٹ جانا 
       4.0        6.0 --         کٹورا 
       3.0        3.0 --         کپاس 
      12.0       14.0 --         کپڑے 
      16.0       18.0 --         کپڑے دھونا 
      24.0       20.0 --         کچھ منٹ پہلے 
      24.0       20.0 --         کچھ گھنٹہ پہلے 
      15.0       17.0 --         کچہری , عدالت 
      12.0       14.0 --         کچی مٹی 
       4.0        5.0 --         کچے 
       5.0        8.0 --         کڑا 
      16.0       20.0 --         کڑاہی 
       2.0        3.0 --         کھاتا 
       2.0        3.0 --         کھاد 
       4.0        6.0 --         کھانا بنانا 
       8.0       10.0 --         کھانا لگانا 
      18.0       17.0 --         کھانے سے لطف اندوز ھوں 
       8.0        9.0 --         کھانے پینے 
      21.0       16.0 --         کھانے کا وقفہ۔ آدھی چھٹی 
      12.0       16.0 --         کھانے کی جگہ 
       4.0        6.0 --         کھرچ 
      48.0       56.0 --         کھلاڑی 
       4.0        5.0 --         کھلونے 
       2.0        3.0 --         کھلی 
      20.0       20.0 --         کھلی شاہرہ پر سو میٹر کا فاصلہ ھے۔ 
      20.0       20.0 --         کھلی شاہرہ پر سو کلومیٹر کا فاصلہ ہے؟ 
      11.0       14.0 --         کھلی کچہری 
       4.0        6.0 --         کھوکھلے 
       3.0        3.0 --         کھپت 
       2.0        3.0 --         کھیت 
       4.0        5.0 --         کھیتوں 
      12.0       17.0 --         کھیتی باڑی 
      10.0       10.0 --         کھیت۔کھیتوں 
       2.0        3.0 --         کھیر 
       4.0        6.0 --         کھیل 
       2.0        2.0 --         کہ 
      19.0       18.0 --         کہاں؟ 
      15.0       17.0 --         کہاں۔ جہاں، کدھر۔ 
      12.0       14.0 --         کی در پردہ مدد 
      21.0       19.0 --         کیا آمریکی لیتے ہیں؟ 
      22.0       20.0 --         کیا آپ آپنی گاڑی یہاں لا سکتے ھیں؟ 
      23.0       19.0 --         کیا آپ اس آدمی کی شناخت کر سکتے ھیں؟ 
      21.0       20.0 --         کیا آپ اس علاقے کا محل وقوع بتاسکتے ھیں؟ 
      21.0       19.0 --         کیا آپ اس علاقے کی سڑکوں کا نقشہ مہیا کر سکتے ھیں؟ 
      22.0       21.0 --         کیا آپ اشتہار لیتے ھیں؟ 
      18.0       18.0 --         کیا آپ انگریزی بولتے ھیں؟ 
      18.0       17.0 --         کیا آپ اور کچھ لیں گے؟ 
      25.0       20.0 --         کیا آپ جانتے ھیں کہ آپ کہاں ھیں؟ 
      25.0       20.0 --         کیا آپ حرکت کر سکتے ھیں؟ 
      25.0       20.0 --         کیا آپ دو نمبر دوائیں استعمال کرتے ھیں۔ 
      25.0       20.0 --         کیا آپ زخمی ھیں؟ 
      24.0       19.0 --         کیا آپ سمھجتے ھیں کہ آپ کو ضرور سرجری کروانی ھے۔ 
      18.0       18.0 --         کیا آپ سمھجتے ھیں؟ 
      21.0       20.0 --         کیا آپ سپاہی ھیں یا افسر؟ 
      21.0       19.0 --         کیا آپ سپاہی ھیں؟ 
      25.0       20.0 --         کیا آپ سگریٹ نوشی کرتے ھیں؟ 
      22.0       20.0 --         کیا آپ شادی شدہ ھیں؟ 
      25.0       20.0 --         کیا آپ شراب پیتے ھیں؟ 
      21.0       20.0 --         کیا آپ مہھجے نقشے پر یہ جگہ دکھا سکتے ھیں؟ 
      22.0       17.0 --         کیا آپ مہھجے یہ سڑک نقشے پر دکھا سکتے ھیں؟ 
      22.0       21.0 --         کیا آپ میری زمین واپس کرانے میں مدد کر سکتے ھیں؟ 
      22.0       18.0 --         کیا آپ نقشہ پڑھنا جانتے ھیں؟ 
      22.0       20.0 --         کیا آپ نے اس علاقے میں کوئی خفیہ حرکات دیکھی ھیں؟ 
      20.0       16.0 --         کیا آپ نے بارودی سرنگ دیکھی ھے؟ 
      20.0       16.0 --         کیا آپ نے بارودی سرنگ لگتے ہوئے دہکھی؟ 
      22.0       20.0 --         کیا آپ نے کسی کو دیکھا؟ 
      25.0       20.0 --         کیا آپ ٹھیک ھیں؟ 
      22.0       21.0 --         کیا آپ پروپین ٹینک استعمال کرتے ھیں؟ 
      21.0       20.0 --         کیا آپ پناہ گزین ھیں؟ 
      22.0       20.0 --         کیا آپ کس کو زاتی طور پر جانتے ھیں جو امریکہ کی مخالفت کرتا ھو۔ 
      25.0       20.0 --         کیا آپ کو خونی دباو کا مرض ھے؟ 
      25.0       20.0 --         کیا آپ کو درد ھو رہی ھے؟ 
      25.0       20.0 --         کیا آپ کو سانس لینے میں دقت ھو رہی ھے؟ 
      25.0       20.0 --         کیا آپ کو شوگر ھے؟ 
      25.0       20.0 --         کیا آپ کو چکر آرہے ھیں؟ 
      25.0       20.0 --         کیا آپ کو کسی دوائی سے الرجی ھے؟ 
      20.0       19.0 --         کیا آپ کو.‏.‏.‏ چاہیے؟ 
      22.0       20.0 --         کیا آپ کوئی غیر قانونی چیز چھپا رھے ھیں؟ 
      22.0       20.0 --         کیا آپ کوئی غیر قانونی چیز چھپا رہے ہیں۔ 
      25.0       20.0 --         کیا آپ کی بیوی حاملہ ھے؟ 
      25.0       20.0 --         کیا آپ کی کبھی کوئی سرجری ھوئی؟ 
      22.0       16.0 --         کیا آپ کی کوئی ملاقات طے ھے؟ 
      25.0       20.0 --         کیا آپ کی گردن میں درد ھے؟ 
